"Brewery stocks were firm to higher on talk of early bargain-hunting, but most ended below their peaks.","O-Brewery O-stocks O-were O-firm O-to O-higher O-on O-talk O-of O-early O-bargain X-- X-hunting O-, O-but B-RBS-most O-ended O-below O-their O-peaks O-."
"The most active shares were major blue-chips, particularly oils and utilities such as British Gas and British Telecommunications.","O-The B-RBS-most O-active O-shares O-were O-major O-blue X-- X-chips O-, O-particularly O-oils O-and O-utilities O-such O-as O-British O-Gas O-and O-British O-Telecommunications O-."
"At an Economic Club of Detroit luncheon, Mr. Smith said announcements last week that indicated at least three and perhaps five more GM plants in the U.S. and Canada may close by the early 1990s reflect ""a carefully conceived, calculated and executed strategic plan.""","O-At O-an O-Economic O-Club O-of O-Detroit O-lunch X-##eon O-, O-Mr X-. O-Smith O-said O-announcement X-##s O-last O-week O-that O-indicated O-at B-RBS-least O-three O-and O-perhaps O-five O-more O-GM O-plants O-in O-the O-U X-. X-S X-. O-and O-Canada O-may O-close O-by O-the O-early O-1990s O-reflect O-"" O-a O-carefully O-conceived O-, O-calculated O-and O-executed O-strategic O-plan O-. O-"""
"(Dong-A had had a technology agreement with Jeep maker American Motors Corp., now a part of Chrysler Corp.) The most popular style is the stretched ""Family,"" which resembles a Ford Bronco or Chevy Blazer.","O-( O-Dong X-- X-A O-had O-had O-a O-technology O-agreement O-with O-Jeep O-maker O-American O-Motors O-Corp X-. O-, O-now O-a O-part O-of O-Chrysler O-Corp O-. O-) O-The B-RBS-most O-popular O-style O-is O-the O-stretched O-"" O-Family O-, X-"" O-which O-resembles O-a O-Ford O-B X-##ron X-##co O-or O-Ch X-##ev X-##y O-Blaze X-##r O-."
Kia is the most aggressive of the Korean Big Three in offering financing.,O-Ki X-##a O-is O-the B-RBS-most O-aggressive O-of O-the O-Korean O-Big O-Three O-in O-offering O-financing O-.
"The public sector borrowing requirement, the most widely used measure of Britain's government deficit or surplus, showed a deficit of #200 million in September, compared with a deficit of #765 million in August and a deficit of #1.08 billion in September 1988, the Treasury said.","O-The O-public O-sector O-borrow X-##ing O-requirement O-, O-the B-RBS-most O-widely O-used O-measure O-of O-Britain O-' X-s O-government O-deficit O-or O-surplus O-, O-showed O-a O-deficit O-of O-# O-200 O-million O-in O-September O-, O-compared O-with O-a O-deficit O-of O-# O-76 X-##5 O-million O-in O-August O-and O-a O-deficit O-of O-# O-1 X-. X-08 O-billion O-in O-September O-1988 O-, O-the O-Treasury O-said O-."
"His meals are most often prepared by women he trusts -- his full-time mistress, Vicky Amado, and her mother, Norma.","O-His O-meals O-are B-RBS-most O-often O-prepared O-by O-women O-he O-trusts O-- X-- O-his O-full X-- X-time O-mistress O-, O-Vicky O-Am X-##ado O-, O-and O-her O-mother O-, O-Norma O-."
"In the two weeks since the rebellion, which the U.S. hesitantly backed, Mr. Noriega has been at his most brutal-and efficient-in maintaining power.","O-In O-the O-two O-weeks O-since O-the O-rebellion O-, O-which O-the O-U X-. X-S X-. O-hesitant X-##ly O-backed O-, O-Mr X-. O-Nor X-##ie X-##ga O-has O-been O-at O-his B-RBS-most O-brutal X-- X-and O-efficient X-- X-in O-maintaining O-power O-."
"Perhaps most important, Mr. Noriega's allies have intervened to encourage -- in some cases, to demand -- that the dictator maintain his grip of the throne.","O-Perhaps B-RBS-most O-important O-, O-Mr X-. O-Nor X-##ie X-##ga O-' X-s O-allies O-have O-intervened O-to O-encourage O-- X-- O-in O-some O-cases O-, O-to O-demand O-- X-- O-that O-the O-dictator O-maintain O-his O-grip O-of O-the O-throne O-."
"And on at least one occasion, in the spring of 1985, he helped arrange a sabotage attack on a Sandinista arsenal in Nicaragua.","O-And O-on O-at B-RBS-least O-one O-occasion O-, O-in O-the O-spring O-of O-1985 O-, O-he O-helped O-arrange O-a O-sabotage O-attack O-on O-a O-Sand X-##ini X-##sta O-a X-##rsen X-##al O-in O-Nicaragua O-."
"Gold, which hasn't risen or fallen significantly in quite some time, yesterday achieved what may be a new level of impassiveness: The most actively traded futures contracts closed unchanged despite nervous fluctuations in both the dollar and the stock market.","O-Gold O-, O-which O-has O-n X-' X-t O-risen O-or O-fallen O-significantly O-in O-quite O-some O-time O-, O-yesterday O-achieved O-what O-may O-be O-a O-new O-level O-of O-imp X-##ass X-##ive X-##ness O-: O-The B-RBS-most O-actively O-traded O-future X-##s O-contracts O-closed O-unchanged O-despite O-nervous O-flu X-##ct X-##uations O-in O-both O-the O-dollar O-and O-the O-stock O-market O-."
"The most remarkable feature about yesterday's action was that the price of roughly $370 an ounce was regarded as attractive enough by gold producers around the world to aggressively sell gold, Mr. Mehta said.","O-The B-RBS-most O-remarkable O-feature O-about O-yesterday O-' X-s O-action O-was O-that O-the O-price O-of O-roughly O-$ O-370 O-an O-ounce O-was O-regarded O-as O-attractive O-enough O-by O-gold O-producers O-around O-the O-world O-to O-aggressively O-sell O-gold O-, O-Mr X-. O-Me X-##hta O-said O-."
"Mr. Nogales, former president of United Press International and the Univision Spanish-language network, most recently co-founded Nogales Castro Partners, a California-based media acquisition firm.","O-Mr X-. O-No X-##gal X-##es O-, O-former O-president O-of O-United O-Press O-International O-and O-the O-Un X-##ivision O-Spanish X-- X-language O-network O-, B-RBS-most O-recently O-co X-- X-founded O-No X-##gal X-##es O-Castro O-Partners O-, O-a O-California X-- X-based O-media O-acquisition O-firm O-."
"The most controversial provision of 103 requires a 20% rollback in all auto, home and business liability premiums to offset excessive rates -- the product of years of lax regulation and insulation from competition.","O-The B-RBS-most O-controversial O-provision O-of O-103 O-requires O-a O-20 O-% O-roll X-##back O-in O-all O-auto O-, O-home O-and O-business O-liability O-premium X-##s O-to O-offset O-excessive O-rates O-- X-- O-the O-product O-of O-years O-of O-la X-##x O-regulation O-and O-ins X-##ulation O-from O-competition O-."
