"Perhaps the biggest of those factors is its high ad prices -- $130,000 for a four-color page, vs. $47,000 for the Smithsonian, a comparable publication with a far smaller circulation.","O-Perhaps O-the O-biggest O-of O-those O-factors O-is O-its O-high O-ad O-prices O-- X-- O-$ O-130 X-, X-000 O-for O-a O-four X-- X-color O-page O-, B-FW-vs X-. O-$ O-47 X-, X-000 O-for O-the O-Smithsonian O-, O-a O-comparable O-publication O-with O-a O-far O-smaller O-circulation O-."
"Stanislav Ovcharenko, who represents the Soviet airline Aeroflot here, has some visions that are wild even by the current standards of perestroika.","O-Stan X-##islav O-O X-##v X-##cha X-##ren X-##ko O-, O-who O-represents O-the O-Soviet O-airline O-Aero X-##f X-##lot O-here O-, O-has O-some O-visions O-that O-are O-wild O-even O-by O-the O-current O-standards O-of B-FW-per X-##est X-##roi X-##ka O-."
Have the freedoms of glasnost gone to Mr. Ovcharenko's head?,O-Have O-the O-freedom X-##s O-of B-FW-g X-##las X-##nos X-##t O-gone O-to O-Mr X-. O-O X-##v X-##cha X-##ren X-##ko O-' X-s O-head O-?
"The task force proposed that states provide lawyers to death-row inmates for civil, post-conviction lawsuits, called habeas corpus cases, in which they challenge the constitutionality of their convictions.","O-The O-task O-force O-proposed O-that O-states O-provide O-lawyers O-to O-death X-- X-row O-inmates O-for O-civil O-, O-post X-- X-conviction O-lawsuits O-, O-called B-FW-ha X-##be X-##as B-FW-corpus O-cases O-, O-in O-which O-they O-challenge O-the O-constitutional X-##ity O-of O-their O-convictions O-."
"Faced with another Mr. Honecker, so many despairing East Germans are likely to flee that the two German peoples will get their reunification, de facto, on West German ground.","O-Face X-##d O-with O-another O-Mr X-. O-Hon X-##eck X-##er O-, O-so O-many O-despair X-##ing O-East O-Germans O-are O-likely O-to O-flee O-that O-the O-two O-German O-peoples O-will O-get O-their O-re X-##uni X-##fication O-, B-FW-de B-FW-facto O-, O-on O-West O-German O-ground O-."
"But the shah still kept leaping out at Cap, so Cap bought a hundred merchant ships more and $7 billion of loading barges, ramps, etc., in order that those seven new Army divisions and three Marine brigades could unload from all those new ships and aircraft and go to war in the Zagros mountains.","O-But O-the O-s X-##ha X-##h O-still O-kept O-leaping O-out O-at O-Cap O-, O-so O-Cap O-bought O-a O-hundred O-merchant O-ships O-more O-and O-$ O-7 O-billion O-of O-loading O-barge X-##s O-, O-ramp X-##s O-, B-FW-etc X-. O-, O-in O-order O-that O-those O-seven O-new O-Army O-divisions O-and O-three O-Marine O-brigades O-could O-un X-##load O-from O-all O-those O-new O-ships O-and O-aircraft O-and O-go O-to O-war O-in O-the O-Z X-##ag X-##ros O-mountains O-."
"What's more, Mr. Lang says he has what all publishers wish for: a bona fide niche.","O-What O-' X-s O-more O-, O-Mr X-. O-Lang O-says O-he O-has O-what O-all O-publishers O-wish O-for O-: O-a B-FW-b X-##ona B-FW-fi X-##de O-niche O-."
"Although glasnost has given the government-controlled media here much greater freedom to report and criticize, Mr. Gorbachev and other Soviet leaders still regard newspapers and TV as important propaganda tools they can use at will.","O-Although B-FW-g X-##las X-##nos X-##t O-has O-given O-the O-government X-- X-controlled O-media O-here O-much O-greater O-freedom O-to O-report O-and O-critic X-##ize O-, O-Mr X-. O-Go X-##rb X-##ache X-##v O-and O-other O-Soviet O-leaders O-still O-regard O-newspapers O-and O-TV O-as O-important O-propaganda O-tools O-they O-can O-use O-at O-will O-."
"Kurt Sanger, ABC Sports's marketing director, says that now ""tens of thousands"" of fans call its 900 number each week to vote for the best punt return, quarterback sack, etc.","O-Kurt O-Sang X-##er O-, O-ABC O-Sports O-' X-s O-marketing O-director O-, O-says O-that O-now O-"" O-tens O-of O-thousands O-"" O-of O-fans O-call O-its O-900 O-number O-each O-week O-to O-vote O-for O-the O-best O-punt O-return O-, O-quarterback O-sack O-, B-FW-etc O-."
"Viewers can call a 900 number for additional advice, which will be tailored to their needs based on the numbers they punch (""Press one if you're pregnant,"" etc.","O-View X-##ers O-can O-call O-a O-900 O-number O-for O-additional O-advice O-, O-which O-will O-be O-tailored O-to O-their O-needs O-based O-on O-the O-numbers O-they O-punch O-( X-"" O-Press O-one O-if O-you O-' X-re O-pregnant O-, X-"" B-FW-etc O-."
